epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
189,393.437,1.62756,1.02541,1.24713,0.66852,0.71507,0.72411,0.42501,1.56803,1.05327,1.2642,0.003796,0.003796,0.003796
190,395.488,1.62157,1.03078,1.24823,0.7146,0.70142,0.73755,0.43876,1.5509,1.05419,1.26035,0.003763,0.003763,0.003763
191,397.498,1.63295,1.03745,1.25642,0.66654,0.67408,0.71746,0.41538,1.60451,1.06786,1.28935,0.00373,0.00373,0.00373
192,399.581,1.61161,1.01207,1.22628,0.68103,0.68969,0.71567,0.41038,1.59217,1.16542,1.27568,0.003697,0.003697,0.003697
193,401.622,1.61689,1.02453,1.2445,0.67373,0.7159,0.72492,0.42459,1.56916,1.06162,1.2661,0.003664,0.003664,0.003664
194,403.673,1.62784,1.02048,1.23791,0.67451,0.69862,0.73004,0.42641,1.57039,1.06203,1.26647,0.003631,0.003631,0.003631
195,405.817,1.61975,1.01715,1.23929,0.73133,0.67511,0.73718,0.43613,1.55321,1.02849,1.26445,0.003598,0.003598,0.003598
196,407.872,1.61281,1.01568,1.24501,0.70019,0.67509,0.72562,0.42571,1.5628,1.07512,1.25936,0.003565,0.003565,0.003565
197,409.937,1.63019,1.02965,1.25755,0.71148,0.69999,0.74129,0.43902,1.54497,1.0314,1.25602,0.003532,0.003532,0.003532
198,411.943,1.61068,1.01955,1.2389,0.68943,0.71096,0.74871,0.44524,1.53712,1.02777,1.25325,0.003499,0.003499,0.003499
199,413.997,1.62211,1.00893,1.23374,0.69822,0.67623,0.73228,0.42886,1.57702,1.06603,1.27085,0.003466,0.003466,0.003466
200,416.039,1.63133,1.01095,1.25319,0.70809,0.71546,0.74188,0.4422,1.54566,1.0712,1.25851,0.003433,0.003433,0.003433
201,418.117,1.61868,1.02216,1.23508,0.68826,0.67492,0.7173,0.42318,1.56835,1.12376,1.2684,0.0034,0.0034,0.0034
202,420.232,1.59308,0.98916,1.22388,0.70934,0.69929,0.73946,0.44294,1.52654,1.0224,1.25118,0.003367,0.003367,0.003367
203,422.24,1.6131,0.99686,1.24254,0.70217,0.71571,0.73873,0.43922,1.54292,1.03697,1.25783,0.003334,0.003334,0.003334
204,424.276,1.60345,0.99025,1.23293,0.71203,0.7099,0.74371,0.44103,1.54655,1.03448,1.25563,0.003301,0.003301,0.003301
205,426.288,1.61262,0.99873,1.25523,0.72837,0.68704,0.73676,0.43501,1.5458,1.03363,1.25657,0.003268,0.003268,0.003268
206,428.407,1.61521,0.99216,1.24962,0.72511,0.70821,0.74789,0.4515,1.51874,1.00315,1.2464,0.003235,0.003235,0.003235
207,430.442,1.5903,1.00701,1.226,0.70669,0.72809,0.74952,0.44444,1.55424,1.04035,1.26011,0.003202,0.003202,0.003202
208,432.509,1.61287,1.0023,1.2387,0.65878,0.74055,0.73773,0.43179,1.56074,1.03716,1.26213,0.003169,0.003169,0.003169
209,434.495,1.59529,1.01259,1.23282,0.70341,0.69547,0.72977,0.42146,1.60125,1.05061,1.272,0.003136,0.003136,0.003136
210,436.564,1.60054,1.01221,1.23802,0.69507,0.6744,0.72624,0.43006,1.53213,1.03409,1.24987,0.003103,0.003103,0.003103
211,438.647,1.59967,0.99826,1.23523,0.69541,0.70502,0.73899,0.4348,1.53753,1.05172,1.2481,0.00307,0.00307,0.00307
212,440.67,1.6156,1.0153,1.2368,0.72437,0.70733,0.73746,0.44271,1.54384,1.01334,1.25196,0.003037,0.003037,0.003037
213,442.677,1.61243,1.00279,1.2528,0.70347,0.74059,0.76151,0.45902,1.50569,0.97986,1.24287,0.003004,0.003004,0.003004
214,444.793,1.61738,1.00701,1.22202,0.71598,0.67496,0.73907,0.44441,1.53627,1.02385,1.2552,0.002971,0.002971,0.002971
215,446.923,1.58261,0.97155,1.21501,0.71826,0.71266,0.75135,0.45047,1.53975,1.01014,1.25624,0.002938,0.002938,0.002938
216,448.987,1.58638,0.97807,1.22355,0.7131,0.70139,0.75259,0.45044,1.52626,0.99594,1.24435,0.002905,0.002905,0.002905
217,451.076,1.58813,0.98215,1.22417,0.71563,0.72391,0.75436,0.45844,1.52541,1.04354,1.24741,0.002872,0.002872,0.002872
218,453.132,1.60923,1.00847,1.25031,0.70843,0.71047,0.73216,0.43598,1.5559,1.0438,1.26312,0.002839,0.002839,0.002839
219,455.183,1.58705,0.99624,1.24495,0.73734,0.69679,0.76017,0.45845,1.53646,0.98932,1.25752,0.002806,0.002806,0.002806
220,457.231,1.59356,1.00199,1.24545,0.70654,0.72024,0.7668,0.4661,1.53183,1.00548,1.24797,0.002773,0.002773,0.002773
221,459.325,1.57676,0.98086,1.22626,0.69244,0.72969,0.7465,0.44602,1.53788,1.0466,1.24528,0.00274,0.00274,0.00274
222,461.387,1.58622,0.99196,1.22818,0.71114,0.72276,0.76326,0.4595,1.53668,0.99572,1.25053,0.002707,0.002707,0.002707
223,463.602,1.58108,0.97955,1.22977,0.71453,0.71881,0.75843,0.44922,1.55088,1.04936,1.2521,0.002674,0.002674,0.002674
224,466.104,1.58423,0.97551,1.22497,0.73877,0.74643,0.77936,0.47337,1.52319,0.99523,1.24307,0.002641,0.002641,0.002641
225,468.189,1.58006,0.96643,1.21581,0.73881,0.73163,0.77218,0.46112,1.53273,1.01684,1.24538,0.002608,0.002608,0.002608
226,470.27,1.58679,0.98079,1.21119,0.7326,0.71641,0.76526,0.46414,1.51889,0.98139,1.23888,0.002575,0.002575,0.002575
227,472.295,1.57222,0.97433,1.2338,0.7359,0.71557,0.76396,0.46094,1.51154,0.99075,1.24072,0.002542,0.002542,0.002542
228,474.301,1.5812,0.95481,1.21913,0.69375,0.73293,0.75635,0.45812,1.51826,1.0453,1.24217,0.002509,0.002509,0.002509
229,476.349,1.57416,0.97137,1.20056,0.69953,0.70665,0.74823,0.44671,1.52258,1.07019,1.2451,0.002476,0.002476,0.002476
230,478.389,1.56568,0.95588,1.20946,0.73519,0.72679,0.77348,0.4756,1.51398,0.98508,1.23856,0.002443,0.002443,0.002443
231,480.52,1.56385,0.96497,1.2173,0.74298,0.70575,0.77977,0.47484,1.50895,0.96502,1.2374,0.00241,0.00241,0.00241
232,482.574,1.58617,0.97909,1.21292,0.72691,0.73388,0.7895,0.48465,1.49213,0.94351,1.22838,0.002377,0.002377,0.002377
233,484.635,1.57268,0.97359,1.22589,0.75049,0.70888,0.77702,0.46993,1.49786,0.95012,1.23594,0.002344,0.002344,0.002344
234,486.69,1.56879,0.95226,1.22716,0.71461,0.71119,0.76637,0.46897,1.50622,0.96474,1.24007,0.002311,0.002311,0.002311
235,488.739,1.57153,0.9584,1.23313,0.7396,0.71626,0.78044,0.47575,1.49668,0.95603,1.24056,0.002278,0.002278,0.002278
236,490.752,1.58069,0.98534,1.24692,0.71475,0.72255,0.76543,0.47127,1.4937,0.98485,1.23244,0.002245,0.002245,0.002245
237,492.806,1.58074,0.96572,1.21035,0.72995,0.70107,0.77168,0.46861,1.51402,0.98839,1.23914,0.002212,0.002212,0.002212
238,494.91,1.57554,0.96807,1.23105,0.7897,0.70858,0.77415,0.46729,1.50561,0.95406,1.24165,0.002179,0.002179,0.002179
239,496.951,1.58656,0.97075,1.2196,0.73912,0.7251,0.77406,0.47334,1.50293,0.95895,1.23388,0.002146,0.002146,0.002146
240,499.005,1.56203,0.94818,1.20564,0.71951,0.71361,0.75816,0.46116,1.5441,1.04137,1.25078,0.002113,0.002113,0.002113
241,501.021,1.57694,0.96205,1.21966,0.75504,0.72444,0.78542,0.48421,1.48566,0.95693,1.22873,0.00208,0.00208,0.00208
242,503.097,1.56749,0.95765,1.21687,0.74064,0.73288,0.77813,0.47466,1.4933,0.99726,1.23215,0.002047,0.002047,0.002047
243,505.131,1.55519,0.94591,1.21197,0.74639,0.72704,0.78227,0.47827,1.47558,0.96438,1.22401,0.002014,0.002014,0.002014
244,507.14,1.57094,0.95022,1.21561,0.78114,0.72149,0.79557,0.48378,1.47106,0.95144,1.2221,0.001981,0.001981,0.001981
245,509.268,1.55473,0.95172,1.21172,0.74288,0.72885,0.77515,0.46736,1.50183,0.99313,1.23146,0.001948,0.001948,0.001948
246,511.305,1.56291,0.94911,1.21307,0.73291,0.73685,0.77445,0.47306,1.49928,0.98844,1.23503,0.001915,0.001915,0.001915
247,513.321,1.54282,0.91936,1.20066,0.71214,0.72287,0.7607,0.46391,1.52144,1.00879,1.2475,0.001882,0.001882,0.001882
248,515.347,1.5405,0.92143,1.21222,0.73492,0.73704,0.78388,0.48513,1.48067,0.97224,1.22498,0.001849,0.001849,0.001849
249,517.378,1.55422,0.94191,1.20734,0.7502,0.72157,0.78554,0.48124,1.49223,0.97616,1.2291,0.001816,0.001816,0.001816
250,519.383,1.56976,0.95325,1.22049,0.76669,0.73254,0.79677,0.49396,1.4938,0.97636,1.22881,0.001783,0.001783,0.001783
251,521.401,1.55099,0.94313,1.22006,0.75146,0.73385,0.79123,0.49267,1.48689,0.95329,1.22853,0.00175,0.00175,0.00175
252,523.545,1.57152,0.95822,1.21023,0.74813,0.71878,0.79122,0.48895,1.48971,0.969,1.22539,0.001717,0.001717,0.001717
253,525.556,1.54844,0.95543,1.2105,0.74561,0.71284,0.78264,0.48078,1.49011,0.96242,1.2226,0.001684,0.001684,0.001684
254,527.585,1.55397,0.94002,1.20527,0.73374,0.75181,0.79611,0.49733,1.46973,0.94978,1.21831,0.001651,0.001651,0.001651
255,529.676,1.54976,0.94674,1.21357,0.74394,0.75955,0.80547,0.50369,1.45765,0.92362,1.21596,0.001618,0.001618,0.001618
256,531.713,1.54965,0.9368,1.21564,0.77804,0.69988,0.79055,0.48711,1.47495,0.93322,1.22574,0.001585,0.001585,0.001585
257,533.744,1.54875,0.9236,1.20979,0.72418,0.76513,0.79106,0.49351,1.48284,0.98028,1.22395,0.001552,0.001552,0.001552
258,535.734,1.55664,0.94349,1.20625,0.73012,0.7684,0.79765,0.49567,1.4777,0.94881,1.2222,0.001519,0.001519,0.001519
259,537.751,1.53699,0.92105,1.20001,0.76777,0.73629,0.80373,0.49957,1.46315,0.93994,1.21809,0.001486,0.001486,0.001486
260,539.876,1.54041,0.93596,1.20128,0.76805,0.73818,0.80399,0.49607,1.45529,0.93182,1.21449,0.001453,0.001453,0.001453
261,541.888,1.53008,0.92489,1.19878,0.77856,0.7414,0.79883,0.49791,1.46292,0.95015,1.21652,0.00142,0.00142,0.00142
262,543.899,1.53345,0.92102,1.19175,0.76945,0.74768,0.79963,0.49293,1.46366,0.95839,1.21684,0.001387,0.001387,0.001387
263,545.906,1.53486,0.92165,1.2003,0.75671,0.76973,0.81179,0.50451,1.45952,0.90589,1.21491,0.001354,0.001354,0.001354
264,547.942,1.54452,0.92451,1.21658,0.7797,0.73041,0.80824,0.49816,1.45596,0.91186,1.21115,0.001321,0.001321,0.001321
265,549.954,1.54954,0.95901,1.20616,0.76444,0.73564,0.80576,0.49514,1.47692,0.92899,1.21942,0.001288,0.001288,0.001288
266,551.956,1.54228,0.92665,1.22258,0.75918,0.76142,0.8095,0.50403,1.4599,0.92947,1.2138,0.001255,0.001255,0.001255
267,554.055,1.53327,0.92098,1.19722,0.75045,0.75372,0.79725,0.49696,1.46494,0.95999,1.21515,0.001222,0.001222,0.001222
268,556.059,1.53281,0.92401,1.2075,0.75774,0.73521,0.80082,0.50116,1.47811,0.93934,1.22479,0.001189,0.001189,0.001189
269,558.086,1.53517,0.92856,1.20645,0.75198,0.74777,0.81547,0.51027,1.44697,0.91013,1.21237,0.001156,0.001156,0.001156
270,560.115,1.52185,0.92402,1.18875,0.74035,0.74828,0.7954,0.49336,1.47227,0.9463,1.22267,0.001123,0.001123,0.001123
271,562.135,1.51716,0.91083,1.19036,0.7756,0.74002,0.80933,0.50158,1.45648,0.92148,1.21298,0.00109,0.00109,0.00109
272,564.132,1.54201,0.92984,1.20869,0.76695,0.75858,0.81535,0.50465,1.45548,0.92048,1.21526,0.001057,0.001057,0.001057
273,566.111,1.54182,0.92996,1.22252,0.75645,0.74531,0.81143,0.50473,1.46772,0.93871,1.21743,0.001024,0.001024,0.001024
274,568.196,1.52536,0.92528,1.20869,0.79582,0.7329,0.82447,0.52209,1.45133,0.88878,1.20827,0.000991,0.000991,0.000991
275,570.22,1.52058,0.91785,1.1918,0.7805,0.72434,0.81304,0.50755,1.46083,0.93421,1.20847,0.000958,0.000958,0.000958
276,572.241,1.53488,0.93168,1.19267,0.79137,0.72921,0.81054,0.50758,1.46205,0.92022,1.21227,0.000925,0.000925,0.000925
277,574.275,1.5313,0.91692,1.19557,0.76722,0.75544,0.81222,0.50519,1.47207,0.94256,1.21609,0.000892,0.000892,0.000892
278,576.301,1.5066,0.9047,1.19226,0.77392,0.76013,0.82343,0.51523,1.45018,0.90034,1.21038,0.000859,0.000859,0.000859
279,578.301,1.53411,0.9288,1.21357,0.79535,0.746,0.82301,0.51437,1.45511,0.9099,1.21079,0.000826,0.000826,0.000826
280,580.318,1.52698,0.91615,1.20661,0.78039,0.75932,0.82573,0.51861,1.44062,0.8925,1.20452,0.000793,0.000793,0.000793
281,582.424,1.52891,0.93073,1.21783,0.76218,0.77214,0.82379,0.51465,1.44221,0.89509,1.20696,0.00076,0.00076,0.00076
282,584.445,1.53508,0.93161,1.2131,0.76647,0.75661,0.82118,0.51502,1.45583,0.89938,1.21178,0.000727,0.000727,0.000727
283,586.453,1.52274,0.91975,1.20234,0.79641,0.74769,0.83024,0.52283,1.44057,0.88925,1.20557,0.000694,0.000694,0.000694
284,588.452,1.52952,0.92153,1.20601,0.79285,0.73877,0.82104,0.51534,1.45192,0.9289,1.21045,0.000661,0.000661,0.000661
285,590.49,1.52442,0.91468,1.17999,0.78768,0.76177,0.8262,0.521,1.43123,0.90377,1.20132,0.000628,0.000628,0.000628
286,592.468,1.52424,0.91591,1.1804,0.76896,0.73902,0.81688,0.50932,1.44452,0.92265,1.20719,0.000595,0.000595,0.000595
287,594.494,1.54305,0.93788,1.20699,0.75992,0.76062,0.82003,0.51152,1.43333,0.90161,1.20042,0.000562,0.000562,0.000562
288,596.586,1.52945,0.91973,1.19996,0.76666,0.7674,0.82424,0.5202,1.42581,0.87946,1.19921,0.000529,0.000529,0.000529
289,598.609,1.53122,0.93096,1.20038,0.77417,0.76345,0.82131,0.51871,1.42485,0.88963,1.19843,0.000496,0.000496,0.000496
290,600.635,1.52783,0.92106,1.21028,0.79707,0.74963,0.82106,0.51575,1.42468,0.89936,1.19701,0.000463,0.000463,0.000463
291,602.659,1.51746,0.91048,1.17598,0.78876,0.74119,0.82515,0.52226,1.4314,0.89601,1.20031,0.00043,0.00043,0.00043
292,604.685,1.5169,0.91532,1.19963,0.79796,0.74696,0.8284,0.52038,1.43624,0.9,1.20428,0.000397,0.000397,0.000397
293,606.686,1.51379,0.90171,1.18511,0.78796,0.77439,0.83195,0.52276,1.43458,0.88924,1.20603,0.000364,0.000364,0.000364
294,608.7,1.52049,0.90983,1.19006,0.81125,0.75083,0.8376,0.53118,1.43148,0.89401,1.2007,0.000331,0.000331,0.000331
295,610.698,1.50883,0.91462,1.20254,0.82823,0.73623,0.83635,0.52739,1.4258,0.89495,1.19966,0.000298,0.000298,0.000298
296,612.812,1.51772,0.90163,1.19465,0.7933,0.75756,0.83463,0.52522,1.42699,0.89655,1.19898,0.000265,0.000265,0.000265
297,614.809,1.52008,0.90822,1.18935,0.81314,0.75077,0.83405,0.52377,1.42677,0.89816,1.19803,0.000232,0.000232,0.000232
298,616.835,1.53055,0.91638,1.1972,0.80879,0.75765,0.83261,0.52376,1.43017,0.89428,1.2005,0.000199,0.000199,0.000199
299,618.837,1.50912,0.90905,1.19802,0.79763,0.75828,0.83301,0.52587,1.42637,0.88669,1.19957,0.000166,0.000166,0.000166
300,620.835,1.53168,0.91554,1.19876,0.80888,0.74535,0.83516,0.52781,1.42966,0.88022,1.20101,0.000133,0.000133,0.000133
