epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,508.37,1.60279,1.06984,1.17937,0.69775,0.73313,0.76726,0.45991,1.49118,1.08087,1.17681,0.004093,0.004093,0.004093
181,511.128,1.59314,1.05471,1.17223,0.7134,0.72433,0.76991,0.46651,1.47387,1.02778,1.1753,0.00406,0.00406,0.00406
182,514.034,1.58939,1.05987,1.17402,0.72036,0.73078,0.77436,0.47052,1.47989,1.062,1.17474,0.004027,0.004027,0.004027
183,516.938,1.59412,1.0547,1.15844,0.72177,0.7158,0.76216,0.46804,1.47127,1.03723,1.17128,0.003994,0.003994,0.003994
184,519.676,1.58698,1.05681,1.15195,0.68037,0.67934,0.73077,0.43737,1.48365,1.11364,1.17856,0.003961,0.003961,0.003961
185,522.419,1.59959,1.05805,1.16664,0.71914,0.73375,0.76832,0.4609,1.4817,1.02558,1.18211,0.003928,0.003928,0.003928
186,525.161,1.59864,1.05728,1.16515,0.73595,0.70279,0.77273,0.47653,1.44259,1.02745,1.16596,0.003895,0.003895,0.003895
187,528.065,1.58406,1.05155,1.16364,0.72269,0.73389,0.78049,0.47544,1.47523,1.04208,1.17282,0.003862,0.003862,0.003862
188,530.865,1.57992,1.05176,1.16416,0.70689,0.7313,0.77838,0.47279,1.47081,1.11154,1.17284,0.003829,0.003829,0.003829
189,533.638,1.59669,1.04733,1.1661,0.71443,0.76756,0.78433,0.48673,1.43694,1.01296,1.16217,0.003796,0.003796,0.003796
190,536.528,1.58922,1.05589,1.16894,0.774,0.70023,0.79248,0.48923,1.44859,1.02968,1.16746,0.003763,0.003763,0.003763
191,539.427,1.58145,1.04578,1.15985,0.71364,0.73114,0.7775,0.48578,1.44279,0.99517,1.16481,0.00373,0.00373,0.00373
192,542.205,1.57102,1.04409,1.14851,0.7277,0.70415,0.76488,0.46237,1.46374,1.06316,1.17799,0.003697,0.003697,0.003697
193,544.953,1.56789,1.04509,1.15497,0.7401,0.7453,0.78608,0.4779,1.45911,1.02205,1.16744,0.003664,0.003664,0.003664
194,547.699,1.60144,1.06475,1.1601,0.75211,0.69465,0.77009,0.46609,1.46706,1.02473,1.17373,0.003631,0.003631,0.003631
195,550.461,1.5779,1.03849,1.15511,0.73716,0.74557,0.80093,0.49745,1.44926,0.98537,1.1694,0.003598,0.003598,0.003598
196,553.359,1.57554,1.03828,1.1602,0.71137,0.76039,0.78563,0.48598,1.43723,1.02839,1.15721,0.003565,0.003565,0.003565
197,556.118,1.55846,1.03192,1.15951,0.74455,0.72084,0.78063,0.47813,1.42568,0.99516,1.15563,0.003532,0.003532,0.003532
198,558.873,1.55147,1.02058,1.15152,0.72927,0.76241,0.80255,0.49427,1.4408,1.00233,1.15968,0.003499,0.003499,0.003499
199,561.629,1.57682,1.00973,1.1514,0.75153,0.73183,0.7872,0.48957,1.42147,0.98743,1.14956,0.003466,0.003466,0.003466
200,564.383,1.581,1.02435,1.1665,0.75027,0.74074,0.80075,0.50174,1.40624,0.98251,1.14628,0.003433,0.003433,0.003433
201,567.284,1.56044,1.01833,1.14604,0.738,0.77557,0.80236,0.49549,1.42261,0.98439,1.14934,0.0034,0.0034,0.0034
202,570.03,1.55023,1.00561,1.14711,0.76656,0.7524,0.80292,0.50197,1.41285,0.96924,1.14441,0.003367,0.003367,0.003367
203,572.925,1.56223,1.01344,1.15435,0.75469,0.73642,0.78919,0.49524,1.40398,0.97553,1.14287,0.003334,0.003334,0.003334
204,575.67,1.55035,1.01008,1.14935,0.77915,0.73045,0.79734,0.50706,1.40836,0.9831,1.14486,0.003301,0.003301,0.003301
205,578.569,1.57002,1.0284,1.16961,0.78759,0.73834,0.81625,0.5153,1.39915,0.97808,1.14099,0.003268,0.003268,0.003268
206,581.455,1.55804,1.00176,1.16001,0.78872,0.74493,0.81629,0.51563,1.40432,0.9618,1.14887,0.003235,0.003235,0.003235
207,584.362,1.5312,0.99505,1.14556,0.74808,0.77247,0.80877,0.50953,1.42638,0.97112,1.15709,0.003202,0.003202,0.003202
208,587.112,1.54948,1.00354,1.15234,0.78951,0.75007,0.81475,0.51903,1.40398,0.96343,1.14307,0.003169,0.003169,0.003169
209,590.014,1.53587,1.00699,1.1444,0.75829,0.72691,0.79831,0.50329,1.41874,0.98858,1.15637,0.003136,0.003136,0.003136
210,592.787,1.54199,1.00601,1.1519,0.7914,0.71896,0.80783,0.51195,1.40982,0.95035,1.14753,0.003103,0.003103,0.003103
211,595.538,1.54386,1.01619,1.14629,0.77825,0.738,0.81082,0.51354,1.40403,0.95754,1.1489,0.00307,0.00307,0.00307
212,598.316,1.55009,1.01429,1.1485,0.78457,0.77651,0.83007,0.52578,1.40004,0.94465,1.14441,0.003037,0.003037,0.003037
213,601.214,1.53325,0.98444,1.15205,0.76471,0.7867,0.82051,0.52592,1.38572,0.94785,1.13317,0.003004,0.003004,0.003004
214,604.037,1.56069,1.00657,1.13559,0.8059,0.73823,0.82909,0.53103,1.39231,0.9519,1.13532,0.002971,0.002971,0.002971
215,606.968,1.53275,0.99637,1.13745,0.80595,0.73763,0.82479,0.52781,1.38833,0.93771,1.13764,0.002938,0.002938,0.002938
216,609.747,1.53429,1.00385,1.14012,0.79264,0.74967,0.82222,0.52201,1.39014,0.93583,1.13778,0.002905,0.002905,0.002905
217,612.536,1.52655,0.99678,1.13596,0.79006,0.73624,0.80929,0.51195,1.4166,0.94948,1.14916,0.002872,0.002872,0.002872
218,615.296,1.54242,1.00483,1.15256,0.7872,0.76324,0.82725,0.52842,1.38888,0.94426,1.14018,0.002839,0.002839,0.002839
219,618.04,1.52358,1.00307,1.15053,0.81687,0.72248,0.82133,0.52635,1.38942,0.93861,1.1385,0.002806,0.002806,0.002806
220,620.796,1.5195,0.98803,1.14563,0.77442,0.74177,0.82065,0.52462,1.4138,0.95615,1.15164,0.002773,0.002773,0.002773
221,623.593,1.52968,1.00401,1.14494,0.77754,0.75314,0.82136,0.53134,1.39715,0.9264,1.14742,0.00274,0.00274,0.00274
222,626.367,1.51887,0.98196,1.14071,0.7857,0.76003,0.83281,0.53465,1.39244,0.93896,1.14253,0.002707,0.002707,0.002707
223,629.294,1.52181,0.98162,1.14444,0.83428,0.71944,0.83576,0.537,1.39186,0.92378,1.14451,0.002674,0.002674,0.002674
224,632.218,1.52467,0.98125,1.14205,0.79293,0.73783,0.82122,0.52801,1.38467,0.93385,1.14059,0.002641,0.002641,0.002641
225,635,1.51505,0.97374,1.13558,0.80411,0.74983,0.82633,0.53127,1.38272,0.92657,1.13906,0.002608,0.002608,0.002608
226,637.802,1.52064,0.97307,1.12762,0.83336,0.72834,0.83345,0.53715,1.37882,0.94227,1.13583,0.002575,0.002575,0.002575
227,640.538,1.49966,0.97474,1.1361,0.837,0.71333,0.83897,0.54067,1.3651,0.92436,1.12792,0.002542,0.002542,0.002542
228,643.421,1.52413,0.97686,1.13402,0.78259,0.76813,0.83584,0.53629,1.38293,0.92626,1.13636,0.002509,0.002509,0.002509
229,646.191,1.53245,0.99859,1.12476,0.7494,0.7599,0.81159,0.52181,1.37194,0.96029,1.13192,0.002476,0.002476,0.002476
230,648.929,1.50686,0.96831,1.1234,0.82881,0.74649,0.83465,0.54417,1.35463,0.91784,1.12618,0.002443,0.002443,0.002443
231,651.837,1.50491,0.96847,1.13256,0.8308,0.76242,0.84941,0.5569,1.34663,0.92148,1.12385,0.00241,0.00241,0.00241
232,654.733,1.50185,0.96432,1.12194,0.80226,0.72661,0.82898,0.5413,1.36327,0.93546,1.13273,0.002377,0.002377,0.002377
233,657.479,1.50671,0.98971,1.13758,0.79572,0.76222,0.844,0.54728,1.35172,0.91156,1.12856,0.002344,0.002344,0.002344
234,660.235,1.49824,0.96604,1.13848,0.82361,0.76962,0.85285,0.55342,1.35075,0.89884,1.12617,0.002311,0.002311,0.002311
235,663.005,1.50982,0.96602,1.14122,0.81394,0.76501,0.83904,0.54752,1.35624,0.89206,1.13074,0.002278,0.002278,0.002278
236,665.74,1.50127,0.97612,1.15012,0.77074,0.78903,0.84117,0.54793,1.35004,0.89075,1.12932,0.002245,0.002245,0.002245
237,668.478,1.51471,0.97057,1.12719,0.80046,0.75661,0.83456,0.53759,1.36359,0.91304,1.12833,0.002212,0.002212,0.002212
238,671.248,1.51582,0.9739,1.14467,0.80635,0.78375,0.85411,0.55691,1.3429,0.88739,1.1231,0.002179,0.002179,0.002179
239,674.126,1.51556,0.96677,1.12992,0.80654,0.77267,0.85539,0.55668,1.33891,0.893,1.1171,0.002146,0.002146,0.002146
240,676.882,1.49147,0.9481,1.11709,0.81889,0.7639,0.84589,0.54482,1.36606,0.91065,1.13015,0.002113,0.002113,0.002113
241,679.622,1.50496,0.96688,1.13016,0.81047,0.77448,0.84537,0.55895,1.31774,0.87967,1.11349,0.00208,0.00208,0.00208
242,682.536,1.49849,0.96043,1.12901,0.809,0.73817,0.82574,0.53705,1.33637,0.90876,1.12185,0.002047,0.002047,0.002047
243,685.273,1.48344,0.9482,1.12004,0.83963,0.76679,0.86185,0.56454,1.30873,0.85791,1.10771,0.002014,0.002014,0.002014
244,688.173,1.49937,0.94817,1.12675,0.81631,0.78418,0.86304,0.56016,1.31926,0.87864,1.11324,0.001981,0.001981,0.001981
245,690.918,1.47693,0.94642,1.11866,0.8526,0.76236,0.87117,0.56431,1.32884,0.87496,1.11253,0.001948,0.001948,0.001948
246,693.843,1.49618,0.95416,1.13007,0.81651,0.77575,0.86104,0.56083,1.32411,0.8746,1.11303,0.001915,0.001915,0.001915
247,696.617,1.49147,0.94059,1.12337,0.84969,0.76867,0.86457,0.5697,1.31703,0.86267,1.11104,0.001882,0.001882,0.001882
248,699.513,1.48157,0.95046,1.12713,0.83792,0.77152,0.86087,0.57114,1.30913,0.86277,1.10851,0.001849,0.001849,0.001849
249,702.459,1.46928,0.93779,1.11265,0.83592,0.77702,0.861,0.56878,1.30365,0.87377,1.10583,0.001816,0.001816,0.001816
250,705.246,1.49422,0.96328,1.13085,0.80933,0.78638,0.86028,0.56872,1.32042,0.88401,1.114,0.001783,0.001783,0.001783
251,708.02,1.47162,0.93854,1.12274,0.84695,0.76532,0.86644,0.57331,1.30217,0.86583,1.10512,0.00175,0.00175,0.00175
252,710.93,1.48989,0.96186,1.11695,0.84695,0.78483,0.87358,0.58081,1.29964,0.85875,1.1021,0.001717,0.001717,0.001717
253,713.85,1.48182,0.94708,1.12597,0.84783,0.77663,0.86817,0.57821,1.29373,0.85136,1.09964,0.001684,0.001684,0.001684
254,716.636,1.47265,0.93691,1.11929,0.82315,0.78544,0.87042,0.57447,1.29109,0.86145,1.09875,0.001651,0.001651,0.001651
255,719.447,1.46595,0.93676,1.11865,0.837,0.78993,0.86952,0.58078,1.27392,0.84323,1.09759,0.001618,0.001618,0.001618
256,722.19,1.47857,0.95166,1.12782,0.83024,0.80391,0.87378,0.57974,1.28555,0.83644,1.09911,0.001585,0.001585,0.001585
257,724.942,1.46504,0.92547,1.12042,0.83807,0.78808,0.86803,0.57837,1.30385,0.85004,1.10764,0.001552,0.001552,0.001552
258,727.686,1.46526,0.93521,1.10986,0.80501,0.79532,0.8669,0.58049,1.28783,0.8435,1.0996,0.001519,0.001519,0.001519
259,730.454,1.46952,0.93939,1.11825,0.80494,0.79771,0.86406,0.57818,1.27232,0.83497,1.0942,0.001486,0.001486,0.001486
260,733.208,1.46216,0.93476,1.11351,0.82744,0.8022,0.86687,0.5812,1.27149,0.83897,1.09016,0.001453,0.001453,0.001453
261,735.972,1.45551,0.93618,1.11177,0.83175,0.79144,0.87565,0.58454,1.26302,0.82055,1.0873,0.00142,0.00142,0.00142
262,738.892,1.45484,0.92759,1.10584,0.82734,0.82788,0.88106,0.59342,1.25543,0.82721,1.08266,0.001387,0.001387,0.001387
263,741.799,1.46225,0.93413,1.11486,0.84044,0.81556,0.88571,0.59326,1.27296,0.82566,1.0928,0.001354,0.001354,0.001354
264,744.726,1.46734,0.93321,1.12668,0.83277,0.80965,0.8783,0.59078,1.25731,0.83215,1.09019,0.001321,0.001321,0.001321
265,747.463,1.47798,0.95326,1.11627,0.81863,0.80541,0.87097,0.58238,1.27679,0.84479,1.09458,0.001288,0.001288,0.001288
266,750.22,1.46001,0.93611,1.12775,0.84695,0.78628,0.87923,0.59526,1.25602,0.8288,1.09048,0.001255,0.001255,0.001255
267,753.167,1.45915,0.9207,1.11005,0.84389,0.79868,0.87856,0.59378,1.25973,0.8334,1.09152,0.001222,0.001222,0.001222
268,755.923,1.44862,0.91885,1.11617,0.8306,0.80581,0.88049,0.58875,1.28003,0.84254,1.09487,0.001189,0.001189,0.001189
269,758.688,1.44201,0.92803,1.112,0.84259,0.79374,0.88374,0.59523,1.26359,0.83428,1.09091,0.001156,0.001156,0.001156
270,761.603,1.43054,0.90888,1.09742,0.82347,0.81493,0.88163,0.59185,1.26817,0.83582,1.09562,0.001123,0.001123,0.001123
271,764.327,1.43855,0.90771,1.1041,0.84444,0.82469,0.88934,0.59973,1.25367,0.82088,1.08889,0.00109,0.00109,0.00109
272,767.235,1.44719,0.92085,1.11003,0.87738,0.79818,0.89177,0.60178,1.25183,0.82183,1.08789,0.001057,0.001057,0.001057
273,770.143,1.45965,0.92918,1.12833,0.84229,0.82334,0.89353,0.60671,1.24446,0.8182,1.08718,0.001024,0.001024,0.001024
274,773.047,1.43734,0.9031,1.11333,0.85953,0.80977,0.89063,0.60326,1.24249,0.81981,1.08496,0.000991,0.000991,0.000991
275,775.774,1.44467,0.92858,1.10795,0.83412,0.80722,0.88467,0.60122,1.26002,0.83346,1.09325,0.000958,0.000958,0.000958
276,778.545,1.4392,0.92223,1.09912,0.83724,0.81977,0.89155,0.60708,1.24939,0.81245,1.08473,0.000925,0.000925,0.000925
277,781.43,1.4402,0.90827,1.10126,0.85037,0.81438,0.89305,0.60069,1.26285,0.83415,1.08828,0.000892,0.000892,0.000892
278,784.176,1.44326,0.91801,1.11071,0.83955,0.81403,0.89229,0.60686,1.24474,0.82144,1.08613,0.000859,0.000859,0.000859
279,786.907,1.44585,0.92181,1.11643,0.8228,0.83028,0.89252,0.60948,1.2361,0.80957,1.08019,0.000826,0.000826,0.000826
280,789.83,1.44146,0.92261,1.11317,0.83579,0.83345,0.88875,0.60194,1.24862,0.83228,1.08295,0.000793,0.000793,0.000793
281,792.572,1.44579,0.93373,1.12521,0.84497,0.80793,0.8939,0.6073,1.2324,0.80884,1.08025,0.00076,0.00076,0.00076
282,795.273,1.43628,0.91389,1.11355,0.81145,0.8369,0.88904,0.60861,1.23676,0.81361,1.08152,0.000727,0.000727,0.000727
283,798.015,1.4386,0.91373,1.11287,0.86014,0.81882,0.89486,0.60715,1.23873,0.81426,1.08397,0.000694,0.000694,0.000694
284,800.74,1.43872,0.91058,1.11207,0.88454,0.81688,0.89764,0.60862,1.2451,0.8298,1.08352,0.000661,0.000661,0.000661
285,803.516,1.43054,0.90155,1.08926,0.88349,0.81238,0.89414,0.61054,1.24195,0.81145,1.08147,0.000628,0.000628,0.000628
286,806.463,1.43623,0.9071,1.09273,0.86042,0.82083,0.89385,0.61578,1.24135,0.80616,1.08111,0.000595,0.000595,0.000595
287,809.391,1.43287,0.90702,1.10496,0.87441,0.81696,0.89862,0.61661,1.2364,0.80683,1.0807,0.000562,0.000562,0.000562
288,812.317,1.43785,0.91316,1.10367,0.87926,0.80931,0.89536,0.61661,1.23143,0.79883,1.07921,0.000529,0.000529,0.000529
289,815.066,1.43931,0.92991,1.10553,0.82889,0.83215,0.8888,0.61078,1.23281,0.80479,1.07905,0.000496,0.000496,0.000496
290,817.826,1.42761,0.9062,1.10938,0.85573,0.80668,0.89014,0.61443,1.21478,0.79416,1.07427,0.000463,0.000463,0.000463
291,820.603,1.43406,0.90901,1.09149,0.83725,0.83016,0.88938,0.61558,1.21318,0.79844,1.07274,0.00043,0.00043,0.00043
292,823.351,1.42984,0.91891,1.10736,0.86042,0.81878,0.89186,0.61312,1.20956,0.79384,1.07254,0.000397,0.000397,0.000397
293,826.122,1.41618,0.89279,1.09415,0.88488,0.81415,0.89625,0.61925,1.21217,0.79003,1.0725,0.000364,0.000364,0.000364
294,829.024,1.43554,0.91452,1.10181,0.88995,0.82064,0.89861,0.62081,1.21409,0.79752,1.07157,0.000331,0.000331,0.000331
295,831.956,1.41245,0.90337,1.10415,0.88323,0.81328,0.89646,0.61906,1.21037,0.78991,1.07202,0.000298,0.000298,0.000298
296,834.747,1.43834,0.92009,1.11133,0.88154,0.81491,0.89761,0.61805,1.20918,0.7942,1.07116,0.000265,0.000265,0.000265
297,837.495,1.41236,0.89223,1.09087,0.88388,0.82317,0.89991,0.61974,1.21489,0.79949,1.07236,0.000232,0.000232,0.000232
298,840.237,1.43409,0.89639,1.10355,0.87509,0.82409,0.89968,0.62039,1.22253,0.79918,1.07423,0.000199,0.000199,0.000199
299,843.027,1.41898,0.90155,1.10456,0.88186,0.81779,0.8991,0.62391,1.21276,0.7906,1.07164,0.000166,0.000166,0.000166
300,845.974,1.42482,0.89292,1.10083,0.88071,0.8138,0.89899,0.62265,1.21813,0.79334,1.07346,0.000133,0.000133,0.000133
