               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 162,            0.032023,            0.096827,           0.0014976,             0.75583,             0.62822,             0.68213,             0.36739,            0.042776,             0.19591,           0.0075829,            0.004687,            0.004687,            0.004687
                 163,            0.031968,            0.091949,           0.0016246,             0.79543,             0.60018,             0.67327,             0.36474,            0.041519,             0.19473,           0.0087381,            0.004654,            0.004654,            0.004654
                 164,            0.032087,            0.098517,           0.0016377,             0.77508,             0.62914,             0.67761,             0.37042,            0.042415,             0.19907,            0.008107,            0.004621,            0.004621,            0.004621
                 165,            0.031753,            0.095455,           0.0016675,             0.75816,             0.63064,             0.68842,             0.36678,            0.043677,             0.19247,             0.00762,            0.004588,            0.004588,            0.004588
                 166,            0.031968,            0.092164,           0.0014912,             0.73295,             0.62935,             0.69048,             0.37314,            0.042555,             0.19157,           0.0072876,            0.004555,            0.004555,            0.004555
                 167,            0.032573,            0.096743,           0.0015879,             0.73718,             0.61747,             0.66924,             0.36346,            0.042806,             0.19249,           0.0084646,            0.004522,            0.004522,            0.004522
                 168,            0.031966,            0.094425,           0.0016029,             0.77482,             0.60664,             0.67863,             0.36398,            0.042745,             0.19267,           0.0099615,            0.004489,            0.004489,            0.004489
                 169,            0.032543,            0.090985,           0.0014465,             0.74073,             0.66042,             0.67675,             0.36922,             0.04311,             0.20316,           0.0084555,            0.004456,            0.004456,            0.004456
                 170,            0.031549,            0.093928,           0.0015264,             0.75517,             0.65216,             0.69144,             0.38112,            0.041376,             0.19632,           0.0079611,            0.004423,            0.004423,            0.004423
                 171,            0.031513,            0.090516,           0.0014414,             0.80947,             0.59968,             0.69195,             0.37615,            0.042001,             0.19933,           0.0084566,             0.00439,             0.00439,             0.00439
                 172,            0.032783,            0.097051,           0.0016709,             0.80841,             0.61263,             0.67418,             0.37351,            0.041017,             0.19328,            0.009181,            0.004357,            0.004357,            0.004357
                 173,            0.032353,            0.096825,           0.0016846,             0.77174,             0.60515,             0.67766,             0.36875,            0.041099,             0.18962,           0.0089705,            0.004324,            0.004324,            0.004324
                 174,            0.031522,            0.090622,           0.0014596,             0.75461,             0.60213,             0.66962,             0.36407,            0.042665,             0.19701,           0.0091587,            0.004291,            0.004291,            0.004291
                 175,             0.03185,            0.096298,            0.001468,             0.73003,             0.63112,             0.67201,             0.36236,            0.041701,             0.19684,           0.0091953,            0.004258,            0.004258,            0.004258
                 176,            0.031546,            0.092836,           0.0012802,             0.80007,             0.61007,             0.67731,              0.3719,            0.041165,             0.19518,           0.0094208,            0.004225,            0.004225,            0.004225
                 177,            0.031644,            0.093873,           0.0014887,             0.74553,             0.63214,             0.67161,             0.37207,            0.042006,             0.20369,           0.0085945,            0.004192,            0.004192,            0.004192
                 178,            0.031458,            0.093025,           0.0015927,               0.794,             0.60986,             0.67529,             0.36392,            0.041955,             0.20263,           0.0085361,            0.004159,            0.004159,            0.004159
                 179,            0.031442,            0.092969,           0.0015487,             0.75616,             0.62188,             0.67974,             0.36848,            0.041317,             0.19074,           0.0085917,            0.004126,            0.004126,            0.004126
                 180,            0.031661,            0.091818,           0.0014621,             0.79803,             0.59115,             0.66206,             0.35473,            0.042707,             0.19659,           0.0087067,            0.004093,            0.004093,            0.004093
                 181,            0.031248,            0.092073,           0.0013684,             0.70418,             0.66695,             0.68236,             0.36872,            0.041512,             0.19705,           0.0094391,             0.00406,             0.00406,             0.00406
                 182,            0.031128,            0.094081,           0.0014932,             0.80205,             0.56333,             0.65742,             0.35511,            0.044095,             0.21552,           0.0098356,            0.004027,            0.004027,            0.004027
                 183,            0.030736,            0.091065,           0.0014016,             0.78716,             0.58989,             0.66509,              0.3511,            0.043838,             0.20865,           0.0093075,            0.003994,            0.003994,            0.003994
                 184,            0.031042,            0.093406,           0.0014299,             0.77951,              0.6159,             0.67619,             0.36196,            0.042849,             0.20318,           0.0095066,            0.003961,            0.003961,            0.003961
                 185,            0.031209,            0.097491,           0.0013606,              0.7584,             0.64341,             0.68821,             0.38656,            0.041103,             0.20088,           0.0082043,            0.003928,            0.003928,            0.003928
                 186,            0.031439,             0.09419,           0.0014822,             0.70438,             0.64485,             0.67301,             0.37506,            0.041588,              0.2039,           0.0091255,            0.003895,            0.003895,            0.003895
                 187,            0.030499,            0.087939,           0.0014422,             0.69192,             0.64164,             0.67305,             0.36801,            0.043286,             0.20258,           0.0085899,            0.003862,            0.003862,            0.003862
                 188,            0.030996,            0.091066,           0.0014058,             0.76061,             0.60288,             0.67006,             0.36514,            0.041828,             0.19496,           0.0086941,            0.003829,            0.003829,            0.003829
                 189,            0.030269,            0.092697,           0.0015676,             0.75095,             0.64256,             0.69105,             0.37602,            0.041558,             0.19399,           0.0082712,            0.003796,            0.003796,            0.003796
                 190,            0.030169,            0.088693,           0.0013298,             0.83736,             0.61264,             0.68744,             0.37471,            0.042296,             0.19711,             0.00884,            0.003763,            0.003763,            0.003763
                 191,            0.030772,            0.088638,           0.0013897,             0.84631,              0.5847,             0.67858,             0.37153,             0.04324,             0.20284,            0.008864,             0.00373,             0.00373,             0.00373
                 192,            0.031153,            0.092171,           0.0013604,              0.7966,             0.60083,             0.67031,             0.37396,            0.042773,             0.20953,           0.0085321,            0.003697,            0.003697,            0.003697
                 193,            0.030765,            0.092421,            0.001342,             0.81939,             0.60937,             0.68246,             0.37234,            0.041844,             0.20116,           0.0088039,            0.003664,            0.003664,            0.003664
                 194,            0.030701,            0.091641,           0.0013911,                0.79,             0.61575,             0.66807,             0.36615,            0.041838,             0.20232,           0.0095238,            0.003631,            0.003631,            0.003631
                 195,            0.030853,            0.090569,           0.0014364,             0.75764,             0.63382,              0.6755,             0.37374,            0.041012,             0.19488,           0.0099381,            0.003598,            0.003598,            0.003598
                 196,            0.029959,            0.086002,           0.0012659,             0.77711,             0.62519,             0.67312,             0.35949,            0.041386,             0.19234,           0.0092239,            0.003565,            0.003565,            0.003565
                 197,            0.030105,            0.089079,           0.0011761,             0.76131,             0.60823,             0.65801,             0.35383,             0.04301,              0.2089,           0.0091003,            0.003532,            0.003532,            0.003532
                 198,            0.030165,            0.087851,           0.0012616,             0.82032,             0.57459,             0.64002,             0.35245,            0.044037,             0.21967,           0.0098934,            0.003499,            0.003499,            0.003499
                 199,            0.029525,             0.08797,           0.0012519,             0.76266,             0.63261,             0.67808,             0.37389,            0.042015,             0.20451,           0.0086575,            0.003466,            0.003466,            0.003466
                 200,            0.030109,            0.086851,           0.0012466,             0.75713,             0.63471,             0.67315,             0.35594,            0.043859,             0.19925,           0.0084457,            0.003433,            0.003433,            0.003433
                 201,            0.029887,            0.090704,           0.0012847,             0.77557,              0.6279,              0.6803,             0.36544,            0.043381,             0.19895,           0.0083954,              0.0034,              0.0034,              0.0034
                 202,            0.030088,            0.089281,           0.0012947,             0.77384,             0.63377,             0.68866,             0.37705,            0.041769,             0.19807,           0.0084572,            0.003367,            0.003367,            0.003367
                 203,            0.030477,            0.091795,           0.0013372,             0.78523,             0.60798,             0.67608,             0.37452,            0.042086,              0.1995,           0.0081825,            0.003334,            0.003334,            0.003334
                 204,             0.02944,            0.092234,           0.0013693,             0.76258,              0.6372,             0.67115,             0.36434,            0.042964,             0.20391,           0.0085785,            0.003301,            0.003301,            0.003301
                 205,            0.030152,            0.094146,           0.0012519,              0.7477,             0.63039,             0.68988,             0.38003,            0.042692,             0.20228,            0.007881,            0.003268,            0.003268,            0.003268
                 206,            0.029636,            0.090899,           0.0013443,              0.7909,              0.6207,             0.68781,             0.37955,            0.041843,             0.20265,           0.0082174,            0.003235,            0.003235,            0.003235
                 207,            0.029883,             0.08955,           0.0012272,             0.76561,             0.63367,             0.67466,             0.37195,            0.042861,             0.20712,           0.0082317,            0.003202,            0.003202,            0.003202
                 208,            0.029613,            0.087184,           0.0011228,             0.76825,             0.61625,             0.66241,             0.36433,            0.043816,              0.2127,           0.0078798,            0.003169,            0.003169,            0.003169
                 209,             0.02922,            0.086021,           0.0011897,             0.80759,             0.60397,             0.67248,             0.37037,            0.042109,             0.20464,           0.0086157,            0.003136,            0.003136,            0.003136
                 210,            0.029063,             0.08905,           0.0012633,              0.8093,             0.60739,             0.67332,             0.37197,            0.041453,             0.20113,           0.0085379,            0.003103,            0.003103,            0.003103
                 211,            0.029106,            0.087082,           0.0010933,             0.79084,             0.64347,             0.67268,             0.37601,            0.041738,             0.19956,            0.010009,             0.00307,             0.00307,             0.00307
                 212,            0.029268,            0.084316,           0.0012003,             0.78866,              0.6186,             0.67581,             0.37877,            0.041609,             0.19845,           0.0086941,            0.003037,            0.003037,            0.003037
                 213,            0.029485,            0.086018,           0.0010833,             0.77009,             0.62804,              0.6706,             0.36947,            0.042106,             0.20343,           0.0090775,            0.003004,            0.003004,            0.003004
                 214,             0.02952,            0.090011,           0.0011339,             0.80157,             0.61129,             0.68353,             0.38249,            0.041362,             0.19862,           0.0087891,            0.002971,            0.002971,            0.002971
                 215,            0.028602,            0.085108,           0.0011373,             0.80902,              0.6017,             0.67447,             0.37365,            0.042297,             0.20752,           0.0084858,            0.002938,            0.002938,            0.002938
                 216,            0.028997,            0.086964,           0.0011585,             0.77022,             0.64426,             0.68613,             0.38314,            0.042074,             0.20617,           0.0081625,            0.002905,            0.002905,            0.002905
                 217,            0.029157,            0.088091,           0.0011462,             0.81641,             0.62003,             0.68979,             0.38841,            0.040905,             0.20018,           0.0079525,            0.002872,            0.002872,            0.002872
                 218,            0.028372,             0.08745,             0.00122,             0.77321,              0.6428,             0.68671,             0.37973,            0.041258,              0.2019,           0.0087227,            0.002839,            0.002839,            0.002839
                 219,            0.028826,            0.084782,           0.0011714,             0.78977,             0.62785,             0.68201,             0.37116,            0.042782,             0.20248,           0.0092268,            0.002806,            0.002806,            0.002806
                 220,            0.028423,            0.084668,            0.001073,             0.74586,             0.63923,             0.68203,             0.37699,            0.042793,             0.20398,           0.0095661,            0.002773,            0.002773,            0.002773
                 221,            0.028924,            0.088282,           0.0010313,              0.7749,             0.62905,             0.68405,             0.37735,            0.042446,             0.20265,           0.0091553,             0.00274,             0.00274,             0.00274
                 222,            0.028641,            0.088877,           0.0011389,             0.79727,             0.61299,             0.67869,             0.37711,            0.041539,             0.19675,           0.0093149,            0.002707,            0.002707,            0.002707
                 223,            0.028521,            0.086994,           0.0013178,             0.79914,             0.59814,             0.67211,             0.37156,            0.042918,             0.20706,           0.0092903,            0.002674,            0.002674,            0.002674
                 224,            0.028759,            0.085552,          0.00098208,             0.74607,             0.63985,             0.66803,              0.3763,            0.041881,             0.20602,           0.0098442,            0.002641,            0.002641,            0.002641
                 225,            0.028681,             0.08669,           0.0012239,             0.74681,             0.62396,             0.66544,             0.36714,            0.043173,              0.2121,           0.0097927,            0.002608,            0.002608,            0.002608
                 226,            0.028291,            0.086466,           0.0010873,             0.76284,             0.64476,             0.67617,             0.37604,            0.042446,             0.20786,           0.0089825,            0.002575,            0.002575,            0.002575
                 227,            0.028471,             0.08742,           0.0010696,             0.78169,             0.63346,             0.67592,             0.37323,            0.042484,             0.20624,           0.0087244,            0.002542,            0.002542,            0.002542
                 228,            0.028675,            0.087402,           0.0010217,             0.74321,             0.66333,             0.68675,             0.37727,            0.042461,             0.20436,           0.0080606,            0.002509,            0.002509,            0.002509
                 229,            0.028168,             0.08531,           0.0011302,             0.79116,             0.62866,             0.68167,             0.37637,            0.042765,             0.20353,           0.0087816,            0.002476,            0.002476,            0.002476
                 230,            0.028154,            0.088475,            0.001099,              0.7724,             0.63019,              0.6793,             0.37593,            0.042156,             0.20278,           0.0089693,            0.002443,            0.002443,            0.002443
                 231,            0.028564,            0.086509,           0.0009976,             0.83121,             0.60016,             0.67933,             0.36997,            0.042397,              0.2073,           0.0087639,             0.00241,             0.00241,             0.00241
                 232,            0.028015,            0.086981,          0.00099608,             0.83061,             0.59718,             0.68534,               0.377,            0.042331,             0.20488,            0.008725,            0.002377,            0.002377,            0.002377
                 233,            0.028164,            0.086731,           0.0011282,             0.78659,             0.62413,             0.68272,             0.37146,            0.042699,             0.20733,           0.0082712,            0.002344,            0.002344,            0.002344
                 234,            0.027464,            0.084596,           0.0010772,             0.77714,             0.63166,             0.68531,             0.37656,            0.042124,             0.20784,           0.0088972,            0.002311,            0.002311,            0.002311
                 235,            0.027994,            0.083485,          0.00097943,             0.76501,             0.65726,             0.68083,             0.37707,            0.042448,             0.20838,           0.0097898,            0.002278,            0.002278,            0.002278
                 236,            0.027901,             0.08446,           0.0010316,             0.75585,              0.6368,              0.6803,             0.37822,            0.042269,             0.20751,           0.0089293,            0.002245,            0.002245,            0.002245
                 237,            0.028183,            0.084765,           0.0010596,             0.75906,              0.6405,             0.67613,              0.3735,            0.042754,             0.21043,           0.0091387,            0.002212,            0.002212,            0.002212
                 238,            0.028009,            0.086581,           0.0010047,             0.84436,             0.60259,             0.68685,             0.37833,            0.041522,              0.2077,           0.0090202,            0.002179,            0.002179,            0.002179
                 239,             0.02763,             0.08424,           0.0011758,             0.75801,             0.64409,             0.68825,             0.38108,            0.041306,             0.20375,            0.010394,            0.002146,            0.002146,            0.002146
                 240,            0.027364,            0.083638,           0.0010385,             0.76632,             0.63928,             0.68764,             0.38511,             0.04161,             0.20715,           0.0088148,            0.002113,            0.002113,            0.002113
                 241,            0.027809,            0.085193,            0.001124,             0.81545,             0.60586,              0.6871,             0.38534,            0.041446,             0.20342,           0.0086643,             0.00208,             0.00208,             0.00208
                 242,            0.027062,            0.083788,          0.00084005,             0.82412,             0.60605,             0.69346,             0.38438,            0.041977,             0.20293,           0.0091101,            0.002047,            0.002047,            0.002047
                 243,            0.027443,            0.086536,          0.00094444,             0.72749,             0.65561,               0.694,             0.38499,            0.041615,             0.20507,           0.0087221,            0.002014,            0.002014,            0.002014
                 244,            0.027216,            0.082166,           0.0010273,              0.7485,             0.64564,             0.69718,              0.3913,            0.041381,             0.20811,           0.0083261,            0.001981,            0.001981,            0.001981
                 245,            0.027604,            0.082443,           0.0010694,             0.72413,             0.64345,             0.68179,               0.382,             0.04218,             0.21468,           0.0094591,            0.001948,            0.001948,            0.001948
                 246,            0.027393,            0.083226,          0.00097855,              0.8124,             0.58516,             0.67032,             0.37133,            0.042528,             0.21269,            0.010152,            0.001915,            0.001915,            0.001915
                 247,            0.027365,             0.08442,          0.00086135,             0.71691,             0.67723,             0.69181,             0.38208,            0.042048,             0.20781,           0.0093332,            0.001882,            0.001882,            0.001882
                 248,            0.027152,            0.082596,          0.00097067,             0.84698,             0.59757,             0.69499,              0.3815,            0.041987,             0.20805,           0.0083839,            0.001849,            0.001849,            0.001849
                 249,            0.027009,            0.083489,          0.00096079,              0.7765,             0.63425,             0.69253,             0.38083,            0.041896,             0.20947,           0.0084028,            0.001816,            0.001816,            0.001816
                 250,             0.02715,            0.083207,           0.0009239,             0.78727,             0.62704,             0.67919,             0.37267,            0.042685,             0.21479,            0.008535,            0.001783,            0.001783,            0.001783
                 251,            0.027111,            0.081907,           0.0010704,             0.83992,             0.59368,             0.67797,             0.37604,            0.042155,             0.21259,           0.0094557,             0.00175,             0.00175,             0.00175
                 252,            0.027042,            0.079567,          0.00084218,             0.78953,             0.61146,             0.67427,             0.37879,            0.041992,             0.21368,           0.0090649,            0.001717,            0.001717,            0.001717
                 253,             0.02673,             0.08123,          0.00091882,             0.82333,                 0.6,             0.68145,             0.37957,            0.041779,             0.21288,           0.0094677,            0.001684,            0.001684,            0.001684
                 254,            0.027187,             0.08218,           0.0010477,             0.82372,             0.59281,             0.67602,             0.38161,            0.042264,             0.22044,           0.0085339,            0.001651,            0.001651,            0.001651
                 255,            0.026973,             0.08056,          0.00097014,             0.81008,             0.60112,             0.67658,             0.37862,              0.0424,             0.22121,           0.0088526,            0.001618,            0.001618,            0.001618
                 256,            0.026815,             0.08421,           0.0009952,             0.72788,             0.64357,             0.67946,             0.38302,            0.042597,             0.21883,           0.0094168,            0.001585,            0.001585,            0.001585
                 257,            0.026697,            0.085068,          0.00092569,             0.76058,             0.62579,             0.67784,             0.37751,             0.04269,             0.21606,           0.0097458,            0.001552,            0.001552,            0.001552
                 258,            0.026552,            0.084306,          0.00098304,             0.73505,             0.65386,             0.68354,              0.3823,             0.04289,             0.21382,           0.0088429,            0.001519,            0.001519,            0.001519
                 259,            0.026142,            0.079116,           0.0008561,             0.76204,             0.66699,             0.68759,             0.38497,            0.041935,             0.20918,           0.0092634,            0.001486,            0.001486,            0.001486
                 260,            0.026553,            0.080953,           0.0007496,             0.77706,             0.63657,             0.68857,              0.3818,            0.041803,             0.20804,           0.0091461,            0.001453,            0.001453,            0.001453
                 261,            0.026463,            0.081715,          0.00093286,             0.78686,             0.62574,             0.68763,             0.38152,             0.04166,             0.21245,           0.0082821,             0.00142,             0.00142,             0.00142
                 262,            0.026759,            0.084446,          0.00097039,             0.78835,             0.62244,             0.68508,             0.38394,            0.042391,             0.21613,           0.0081722,            0.001387,            0.001387,            0.001387
                 263,            0.026509,            0.080487,          0.00081092,             0.81542,             0.60396,             0.68008,              0.3822,            0.042124,             0.21765,           0.0086843,            0.001354,            0.001354,            0.001354
                 264,             0.02644,            0.081864,           0.0010137,              0.8268,             0.60272,             0.67243,             0.37567,            0.043122,             0.22307,           0.0088795,            0.001321,            0.001321,            0.001321
                 265,             0.02654,            0.080365,          0.00096129,             0.79662,             0.62062,             0.67132,             0.37616,            0.042173,             0.21807,           0.0094883,            0.001288,            0.001288,            0.001288
                 266,            0.026359,            0.082763,          0.00094355,             0.77177,             0.63997,             0.67747,             0.38359,            0.042127,             0.21645,           0.0089075,            0.001255,            0.001255,            0.001255
                 267,            0.026387,             0.08076,          0.00085326,             0.73154,             0.65977,             0.67464,             0.38053,            0.041698,             0.21246,           0.0086855,            0.001222,            0.001222,            0.001222
                 268,            0.026275,            0.079664,          0.00084161,             0.76763,             0.63998,             0.67946,             0.38667,            0.041523,             0.21299,           0.0090036,            0.001189,            0.001189,            0.001189
                 269,             0.02614,              0.0805,          0.00083098,             0.75029,             0.65848,             0.68519,             0.38808,            0.041459,             0.21063,           0.0091444,            0.001156,            0.001156,            0.001156
                 270,            0.026576,            0.081473,          0.00091551,              0.7214,              0.6811,             0.68453,             0.38921,            0.041665,             0.21158,           0.0088245,            0.001123,            0.001123,            0.001123
                 271,            0.026417,            0.084606,          0.00089769,              0.7433,             0.65386,             0.68277,             0.38963,            0.042046,             0.21377,           0.0085035,             0.00109,             0.00109,             0.00109
                 272,            0.026027,            0.082575,          0.00078529,             0.73375,             0.65756,             0.67895,             0.38198,            0.042796,             0.22026,           0.0085087,            0.001057,            0.001057,            0.001057
                 273,            0.026211,            0.082042,           0.0008278,             0.84096,              0.5936,             0.67591,             0.38327,            0.042423,             0.22256,           0.0087427,            0.001024,            0.001024,            0.001024
                 274,            0.026175,             0.07984,          0.00081506,             0.83457,             0.59611,             0.67567,             0.38235,            0.042128,              0.2206,           0.0088148,            0.000991,            0.000991,            0.000991
                 275,            0.026125,            0.083498,          0.00084093,             0.72617,             0.65304,              0.6825,             0.38492,            0.042244,             0.21763,           0.0082237,            0.000958,            0.000958,            0.000958
                 276,            0.025941,            0.082937,          0.00082057,             0.80782,             0.61304,              0.6873,             0.38726,            0.042051,             0.21649,           0.0087187,            0.000925,            0.000925,            0.000925
                 277,            0.025891,            0.079904,          0.00090424,              0.7539,             0.65209,             0.67888,             0.38644,            0.042414,             0.21822,           0.0089745,            0.000892,            0.000892,            0.000892
                 278,            0.025922,            0.081799,          0.00079682,             0.78445,             0.63305,             0.67017,             0.38262,            0.042554,             0.21804,           0.0091204,            0.000859,            0.000859,            0.000859
                 279,            0.025836,            0.081503,          0.00093667,              0.7685,             0.64173,             0.67336,             0.38207,             0.04216,             0.21545,           0.0086586,            0.000826,            0.000826,            0.000826
                 280,            0.025639,            0.079309,          0.00087261,             0.76887,             0.63637,             0.67735,             0.38548,            0.042141,              0.2165,            0.008238,            0.000793,            0.000793,            0.000793
                 281,            0.025819,            0.081411,          0.00080435,             0.79604,             0.61891,             0.67517,             0.38522,            0.042558,             0.21761,           0.0088446,             0.00076,             0.00076,             0.00076
                 282,            0.026064,            0.082728,          0.00087179,             0.78538,             0.62374,             0.67808,             0.38306,            0.042894,             0.21987,           0.0088961,            0.000727,            0.000727,            0.000727
                 283,            0.025617,            0.080087,          0.00091132,             0.75535,             0.64281,             0.68294,             0.39218,            0.042178,             0.21553,           0.0088915,            0.000694,            0.000694,            0.000694
                 284,            0.025679,            0.082524,          0.00092889,             0.73591,             0.66036,             0.67879,             0.38801,            0.041914,             0.21648,           0.0087324,            0.000661,            0.000661,            0.000661
                 285,            0.025795,              0.0821,          0.00077071,             0.82387,             0.60589,             0.67846,             0.38469,            0.041906,              0.2175,           0.0086998,            0.000628,            0.000628,            0.000628
                 286,            0.025429,             0.08019,          0.00082648,               0.787,               0.627,             0.67949,             0.38698,            0.042028,             0.22028,           0.0089487,            0.000595,            0.000595,            0.000595
                 287,            0.025618,            0.078522,          0.00081935,             0.74738,             0.66395,             0.68258,              0.3911,            0.041646,             0.21622,           0.0090265,            0.000562,            0.000562,            0.000562
                 288,            0.025792,            0.079865,          0.00070161,             0.76186,             0.65424,             0.68943,             0.39219,            0.041634,             0.21617,           0.0088875,            0.000529,            0.000529,            0.000529
                 289,            0.025502,            0.076226,          0.00082883,              0.7844,             0.64883,             0.68286,             0.39239,            0.041697,              0.2177,           0.0091564,            0.000496,            0.000496,            0.000496
                 290,             0.02536,            0.077164,          0.00075735,             0.80136,             0.64115,             0.68671,             0.38715,            0.042079,             0.21882,           0.0089865,            0.000463,            0.000463,            0.000463
                 291,            0.025364,            0.081899,          0.00076771,             0.78739,             0.63886,             0.68522,             0.39205,            0.042006,             0.21891,           0.0090185,             0.00043,             0.00043,             0.00043
                 292,            0.025318,            0.077456,          0.00082371,             0.72509,             0.68028,             0.68976,             0.39138,            0.041648,             0.21568,           0.0090849,            0.000397,            0.000397,            0.000397
                 293,            0.025514,            0.078841,          0.00075012,             0.80489,             0.62616,             0.68448,             0.38722,            0.041962,             0.21776,           0.0089636,            0.000364,            0.000364,            0.000364
                 294,            0.025327,            0.076959,          0.00069692,             0.79552,             0.63481,             0.67819,             0.38227,            0.042424,             0.21994,           0.0089836,            0.000331,            0.000331,            0.000331
                 295,            0.025298,            0.077739,          0.00081406,             0.79253,             0.63928,             0.68177,             0.37943,            0.042468,             0.21982,            0.009046,            0.000298,            0.000298,            0.000298
                 296,            0.025293,            0.079078,          0.00085379,             0.78234,             0.63463,             0.68348,             0.38499,            0.042207,             0.21822,           0.0090019,            0.000265,            0.000265,            0.000265
                 297,            0.025277,            0.079758,          0.00085009,             0.78344,             0.64733,               0.685,             0.38631,            0.041973,              0.2174,           0.0089916,            0.000232,            0.000232,            0.000232
                 298,            0.025372,            0.080056,          0.00071375,             0.79235,             0.63416,              0.6881,             0.38858,            0.041856,             0.21646,           0.0088554,            0.000199,            0.000199,            0.000199
                 299,            0.025187,            0.080071,          0.00082131,             0.79146,             0.63793,             0.68837,             0.38874,            0.041839,             0.21702,           0.0088984,            0.000166,            0.000166,            0.000166
